locus_tag,GOs
XNR_RS06755,inorganic cation transmembrane transport
XNR_RS06755,membrane
XNR_RS06755,pyrophosphatase activity
XNR_RS06755,hydrolase activity
XNR_RS06755,"hydrolase activity, acting on acid anhydrides"
XNR_RS06755,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
XNR_RS06755,ATP hydrolysis activity
XNR_RS06755,ribonucleoside triphosphate phosphatase activity
XNR_RS06755,ATPase-coupled monoatomic cation transmembrane transporter activity
XNR_RS06755,active transmembrane transporter activity
XNR_RS06755,active monoatomic ion transmembrane transporter activity
XNR_RS06755,transmembrane transporter activity
XNR_RS06755,inorganic cation transmembrane transporter activity
XNR_RS06755,metal ion transport
XNR_RS06755,potassium ion binding
XNR_RS06755,alkali metal ion binding
XNR_RS06755,monoatomic ion transmembrane transport
XNR_RS06755,ATP hydrolysis activity
XNR_RS06755,ATPase-coupled ion transmembrane transporter activity
XNR_RS06755,ATPase-coupled transmembrane transporter activity
XNR_RS06755,ion binding
XNR_RS06755,cation binding
XNR_RS06755,ATPase-coupled transmembrane transporter activity
XNR_RS06755,obsolete cell part
XNR_RS06755,metal ion binding
XNR_RS06755,metal ion transmembrane transporter activity
XNR_RS06755,localization
XNR_RS06755,establishment of localization
XNR_RS06755,transmembrane transport
XNR_RS06755,potassium ion transport
XNR_RS06755,potassium ion transmembrane transport
XNR_RS06755,cell periphery
XNR_RS06755,transmembrane transport
XNR_RS06755,monoatomic cation transmembrane transport
XNR_RS06755,inorganic ion transmembrane transport
XNR_RS06755,inorganic cation transmembrane transport
XNR_RS06755,monoatomic ion transmembrane transport
XNR_RS06755,monoatomic cation transmembrane transport
XNR_RS06760,
XNR_RS06765,molecular_function
XNR_RS06765,catalytic activity
XNR_RS06765,transporter activity
XNR_RS06765,cellular_component
XNR_RS06765,transport
XNR_RS06765,monoatomic ion transport
XNR_RS06765,monoatomic cation transport
XNR_RS06765,potassium ion transport
XNR_RS06765,biological_process
XNR_RS06765,monoatomic cation transmembrane transporter activity
XNR_RS06765,P-type potassium transmembrane transporter activity
XNR_RS06765,cellular process
XNR_RS06765,monoatomic ion transmembrane transporter activity
XNR_RS06765,inorganic cation transmembrane transporter activity
XNR_RS06765,potassium ion transmembrane transporter activity
XNR_RS06765,inorganic molecular entity transmembrane transporter activity
XNR_RS06765,primary active transmembrane transporter activity
XNR_RS06765,ATPase-coupled transmembrane transporter activity
XNR_RS06765,P-type ion transporter activity
XNR_RS06765,inorganic cation transmembrane transport
XNR_RS06765,membrane
XNR_RS06765,membrane
XNR_RS06765,pyrophosphatase activity
XNR_RS06765,hydrolase activity
XNR_RS06765,"hydrolase activity, acting on acid anhydrides"
XNR_RS06765,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
XNR_RS06765,ATP hydrolysis activity
XNR_RS06765,ribonucleoside triphosphate phosphatase activity
XNR_RS06765,ATPase-coupled monoatomic cation transmembrane transporter activity
XNR_RS06765,active transmembrane transporter activity
XNR_RS06765,active monoatomic ion transmembrane transporter activity
XNR_RS06765,transmembrane transporter activity
XNR_RS06765,inorganic cation transmembrane transporter activity
XNR_RS06765,metal ion transport
XNR_RS06765,obsolete intrinsic component of membrane
XNR_RS06765,monoatomic ion transmembrane transport
XNR_RS06765,ATP hydrolysis activity
XNR_RS06765,ATPase-coupled ion transmembrane transporter activity
XNR_RS06765,ATPase-coupled transmembrane transporter activity
XNR_RS06765,ATPase-coupled transmembrane transporter activity
XNR_RS06765,obsolete membrane part
XNR_RS06765,metal ion transmembrane transporter activity
XNR_RS06765,localization
XNR_RS06765,establishment of localization
XNR_RS06765,transmembrane transport
XNR_RS06765,potassium ion transport
XNR_RS06765,potassium ion transmembrane transport
XNR_RS06765,transmembrane transport
XNR_RS06765,monoatomic cation transmembrane transport
XNR_RS06765,inorganic ion transmembrane transport
XNR_RS06765,inorganic cation transmembrane transport
XNR_RS06765,monoatomic ion transmembrane transport
XNR_RS06765,monoatomic cation transmembrane transport
XNR_RS06770,
XNR_RS06775,cellular_component
XNR_RS06775,intracellular anatomical structure
XNR_RS06775,obsolete cell
XNR_RS06775,cytoplasm
XNR_RS06775,plasma membrane
XNR_RS06775,membrane
XNR_RS06775,obsolete intracellular part
XNR_RS06775,obsolete cell part
XNR_RS06775,cell periphery
XNR_RS06780,
XNR_RS06785,
XNR_RS06790,
XNR_RS06795,
XNR_RS06800,
XNR_RS06805,
XNR_RS06810,
XNR_RS06815,
XNR_RS06820,
XNR_RS06825,
XNR_RS06830,
XNR_RS06835,
XNR_RS06840,molecular_function
XNR_RS06840,catalytic activity
XNR_RS06840,enoyl-CoA hydratase activity
XNR_RS06840,cellular_component
XNR_RS06840,obsolete cell
XNR_RS06840,plasma membrane
XNR_RS06840,organic acid metabolic process
XNR_RS06840,lipid metabolic process
XNR_RS06840,fatty acid metabolic process
XNR_RS06840,fatty acid beta-oxidation
XNR_RS06840,biological_process
XNR_RS06840,metabolic process
XNR_RS06840,catabolic process
XNR_RS06840,fatty acid catabolic process
XNR_RS06840,cellular process
XNR_RS06840,membrane
XNR_RS06840,lipid catabolic process
XNR_RS06840,organic acid catabolic process
XNR_RS06840,lyase activity
XNR_RS06840,carbon-oxygen lyase activity
XNR_RS06840,hydro-lyase activity
XNR_RS06840,fatty acid oxidation
XNR_RS06840,carboxylic acid metabolic process
XNR_RS06840,lipid modification
XNR_RS06840,monocarboxylic acid metabolic process
XNR_RS06840,lipid oxidation
XNR_RS06840,oxoacid metabolic process
XNR_RS06840,cellular metabolic process
XNR_RS06840,primary metabolic process
XNR_RS06840,cellular lipid catabolic process
XNR_RS06840,cellular catabolic process
XNR_RS06840,cellular lipid metabolic process
XNR_RS06840,small molecule metabolic process
XNR_RS06840,small molecule catabolic process
XNR_RS06840,obsolete cell part
XNR_RS06840,carboxylic acid catabolic process
XNR_RS06840,obsolete oxidation-reduction process
XNR_RS06840,organic substance metabolic process
XNR_RS06840,cell periphery
XNR_RS06840,monocarboxylic acid catabolic process
XNR_RS06840,organic substance catabolic process
XNR_RS06845,
XNR_RS06850,
XNR_RS06855,
XNR_RS06860,
XNR_RS06865,
XNR_RS06870,
XNR_RS06875,
XNR_RS06880,
XNR_RS06885,
XNR_RS06890,
XNR_RS06895,cellular_component
XNR_RS06895,intracellular anatomical structure
XNR_RS06895,obsolete cell
XNR_RS06895,cytoplasm
XNR_RS06895,cytosol
XNR_RS06895,plasma membrane
XNR_RS06895,membrane
XNR_RS06895,obsolete intracellular part
XNR_RS06895,obsolete cytoplasmic part
XNR_RS06895,obsolete cell part
XNR_RS06895,cell periphery
XNR_RS06900,
XNR_RS06905,
XNR_RS06910,maltose metabolic process
XNR_RS06910,polysaccharide biosynthetic process
XNR_RS06910,molecular_function
XNR_RS06910,catalytic activity
XNR_RS06910,"hydrolase activity, hydrolyzing O-glycosyl compounds"
XNR_RS06910,alpha-amylase activity
XNR_RS06910,binding
XNR_RS06910,calcium ion binding
XNR_RS06910,cellular_component
XNR_RS06910,intracellular anatomical structure
XNR_RS06910,obsolete cell
XNR_RS06910,cytoplasm
XNR_RS06910,cytosol
XNR_RS06910,plasma membrane
XNR_RS06910,carbohydrate metabolic process
XNR_RS06910,polysaccharide metabolic process
XNR_RS06910,glycogen metabolic process
XNR_RS06910,glycogen biosynthetic process
XNR_RS06910,disaccharide metabolic process
XNR_RS06910,trehalose metabolic process
XNR_RS06910,trehalose biosynthetic process
XNR_RS06910,obsolete cellular glucan metabolic process
XNR_RS06910,generation of precursor metabolites and energy
XNR_RS06910,energy reserve metabolic process
XNR_RS06910,biological_process
XNR_RS06910,metabolic process
XNR_RS06910,biosynthetic process
XNR_RS06910,macromolecule biosynthetic process
XNR_RS06910,glucan biosynthetic process
XNR_RS06910,oligosaccharide metabolic process
XNR_RS06910,oligosaccharide biosynthetic process
XNR_RS06910,cellular process
XNR_RS06910,energy derivation by oxidation of organic compounds
XNR_RS06910,membrane
XNR_RS06910,carbohydrate biosynthetic process
XNR_RS06910,amylase activity
XNR_RS06910,beta-amylase activity
XNR_RS06910,hydrolase activity
XNR_RS06910,"hydrolase activity, acting on glycosyl bonds"
XNR_RS06910,isomerase activity
XNR_RS06910,intramolecular transferase activity
XNR_RS06910,obsolete cellular polysaccharide biosynthetic process
XNR_RS06910,obsolete cellular carbohydrate biosynthetic process
XNR_RS06910,obsolete cellular macromolecule biosynthetic process
XNR_RS06910,ion binding
XNR_RS06910,cation binding
XNR_RS06910,macromolecule metabolic process
XNR_RS06910,glucan metabolic process
XNR_RS06910,cellular metabolic process
XNR_RS06910,primary metabolic process
XNR_RS06910,cellular biosynthetic process
XNR_RS06910,obsolete cellular macromolecule metabolic process
XNR_RS06910,obsolete cellular carbohydrate metabolic process
XNR_RS06910,obsolete cellular polysaccharide metabolic process
XNR_RS06910,obsolete intracellular part
XNR_RS06910,obsolete cytoplasmic part
XNR_RS06910,obsolete cell part
XNR_RS06910,disaccharide biosynthetic process
XNR_RS06910,metal ion binding
XNR_RS06910,maltose alpha-D-glucosyltransferase activity
XNR_RS06910,obsolete oxidation-reduction process
XNR_RS06910,organic substance metabolic process
XNR_RS06910,cell periphery
XNR_RS06910,organic substance biosynthetic process
XNR_RS06915,
XNR_RS06920,
XNR_RS06925,
XNR_RS06930,
XNR_RS06935,
XNR_RS06940,
XNR_RS06945,
XNR_RS06950,
XNR_RS06955,
XNR_RS06960,
XNR_RS06965,
XNR_RS06970,cellular_component
XNR_RS06970,cell wall
XNR_RS06970,obsolete cell
XNR_RS06970,plasma membrane
XNR_RS06970,membrane
XNR_RS06970,external encapsulating structure
XNR_RS06970,obsolete cell part
XNR_RS06970,cell periphery
XNR_RS06975,cellular_component
XNR_RS06975,extracellular region
XNR_RS06980,cellular_component
XNR_RS06980,intracellular anatomical structure
XNR_RS06980,obsolete cell
XNR_RS06980,cytoplasm
XNR_RS06980,obsolete intracellular part
XNR_RS06980,obsolete cell part
XNR_RS06985,molecular_function
XNR_RS06985,catalytic activity
XNR_RS06985,pyruvate kinase activity
XNR_RS06985,cellular_component
XNR_RS06985,intracellular anatomical structure
XNR_RS06985,obsolete cell
XNR_RS06985,cytoplasm
XNR_RS06985,cytosol
XNR_RS06985,plasma membrane
XNR_RS06985,carbohydrate metabolic process
XNR_RS06985,organic acid metabolic process
XNR_RS06985,pyruvate metabolic process
XNR_RS06985,generation of precursor metabolites and energy
XNR_RS06985,glycolytic process
XNR_RS06985,nucleobase-containing compound metabolic process
XNR_RS06985,purine nucleotide metabolic process
XNR_RS06985,purine nucleotide biosynthetic process
XNR_RS06985,obsolete nucleoside diphosphate phosphorylation
XNR_RS06985,cellular aromatic compound metabolic process
XNR_RS06985,obsolete coenzyme metabolic process
XNR_RS06985,obsolete oxidoreduction coenzyme metabolic process
XNR_RS06985,nucleoside phosphate metabolic process
XNR_RS06985,ATP biosynthetic process
XNR_RS06985,obsolete ATP generation from ADP
XNR_RS06985,phosphorus metabolic process
XNR_RS06985,phosphate-containing compound metabolic process
XNR_RS06985,nitrogen compound metabolic process
XNR_RS06985,biological_process
XNR_RS06985,metabolic process
XNR_RS06985,catabolic process
XNR_RS06985,biosynthetic process
XNR_RS06985,obsolete coenzyme biosynthetic process
XNR_RS06985,nucleotide metabolic process
XNR_RS06985,nucleoside monophosphate metabolic process
XNR_RS06985,nucleoside monophosphate biosynthetic process
XNR_RS06985,purine nucleoside monophosphate metabolic process
XNR_RS06985,purine nucleoside monophosphate biosynthetic process
XNR_RS06985,nucleoside diphosphate metabolic process
XNR_RS06985,purine nucleoside diphosphate metabolic process
XNR_RS06985,nucleoside triphosphate metabolic process
XNR_RS06985,nucleoside triphosphate biosynthetic process
XNR_RS06985,purine nucleoside triphosphate metabolic process
XNR_RS06985,purine nucleoside triphosphate biosynthetic process
XNR_RS06985,purine ribonucleotide metabolic process
XNR_RS06985,purine ribonucleotide biosynthetic process
XNR_RS06985,ribonucleoside monophosphate biosynthetic process
XNR_RS06985,ribonucleoside monophosphate metabolic process
XNR_RS06985,nucleotide biosynthetic process
XNR_RS06985,nucleotide catabolic process
XNR_RS06985,purine ribonucleoside monophosphate metabolic process
XNR_RS06985,purine ribonucleoside monophosphate biosynthetic process
XNR_RS06985,purine ribonucleoside diphosphate metabolic process
XNR_RS06985,ribonucleoside diphosphate metabolic process
XNR_RS06985,ribonucleoside triphosphate metabolic process
XNR_RS06985,ribonucleoside triphosphate biosynthetic process
XNR_RS06985,purine ribonucleoside triphosphate metabolic process
XNR_RS06985,purine ribonucleoside triphosphate biosynthetic process
XNR_RS06985,ribonucleotide metabolic process
XNR_RS06985,ribonucleotide biosynthetic process
XNR_RS06985,cellular process
XNR_RS06985,membrane
XNR_RS06985,carbohydrate catabolic process
XNR_RS06985,organic acid biosynthetic process
XNR_RS06985,phosphorylation
XNR_RS06985,transferase activity
XNR_RS06985,"transferase activity, transferring phosphorus-containing groups"
XNR_RS06985,"phosphotransferase activity, alcohol group as acceptor"
XNR_RS06985,xenobiotic metabolic process
XNR_RS06985,heterocycle biosynthetic process
XNR_RS06985,nicotinamide nucleotide biosynthetic process
XNR_RS06985,pyridine nucleotide metabolic process
XNR_RS06985,pyridine nucleotide biosynthetic process
XNR_RS06985,aromatic compound biosynthetic process
XNR_RS06985,aromatic compound catabolic process
XNR_RS06985,organophosphate metabolic process
XNR_RS06985,ribose phosphate metabolic process
XNR_RS06985,carboxylic acid metabolic process
XNR_RS06985,monocarboxylic acid metabolic process
XNR_RS06985,nucleobase-containing small molecule biosynthetic process
XNR_RS06985,cellular nitrogen compound metabolic process
XNR_RS06985,nucleobase-containing compound biosynthetic process
XNR_RS06985,nucleobase-containing compound catabolic process
XNR_RS06985,growth
XNR_RS06985,pyruvate biosynthetic process
XNR_RS06985,oxoacid metabolic process
XNR_RS06985,cellular metabolic process
XNR_RS06985,primary metabolic process
XNR_RS06985,cellular catabolic process
XNR_RS06985,cellular biosynthetic process
XNR_RS06985,cellular nitrogen compound catabolic process
XNR_RS06985,cellular nitrogen compound biosynthetic process
XNR_RS06985,small molecule metabolic process
XNR_RS06985,small molecule biosynthetic process
XNR_RS06985,obsolete intracellular part
XNR_RS06985,obsolete cytoplasmic part
XNR_RS06985,obsolete cell part
XNR_RS06985,ADP metabolic process
XNR_RS06985,ATP metabolic process
XNR_RS06985,ribose phosphate biosynthetic process
XNR_RS06985,carboxylic acid biosynthetic process
XNR_RS06985,organophosphate catabolic process
XNR_RS06985,heterocycle metabolic process
XNR_RS06985,nicotinamide nucleotide metabolic process
XNR_RS06985,heterocycle catabolic process
XNR_RS06985,obsolete nucleotide phosphorylation
XNR_RS06985,obsolete cofactor metabolic process
XNR_RS06985,obsolete cofactor biosynthetic process
XNR_RS06985,nucleobase-containing small molecule metabolic process
XNR_RS06985,organic substance metabolic process
XNR_RS06985,cell periphery
XNR_RS06985,monocarboxylic acid biosynthetic process
XNR_RS06985,purine-containing compound metabolic process
XNR_RS06985,purine-containing compound biosynthetic process
XNR_RS06985,pyridine-containing compound metabolic process
XNR_RS06985,pyridine-containing compound biosynthetic process
XNR_RS06985,organophosphate biosynthetic process
XNR_RS06985,carbohydrate derivative metabolic process
XNR_RS06985,carbohydrate derivative biosynthetic process
XNR_RS06985,nucleoside phosphate catabolic process
XNR_RS06985,nucleoside phosphate biosynthetic process
XNR_RS06985,organic cyclic compound metabolic process
XNR_RS06985,organic cyclic compound catabolic process
XNR_RS06985,organic cyclic compound biosynthetic process
XNR_RS06985,organonitrogen compound metabolic process
XNR_RS06985,organonitrogen compound biosynthetic process
XNR_RS06985,organic substance catabolic process
XNR_RS06985,organic substance biosynthetic process
XNR_RS30710,
XNR_RS06995,
XNR_RS07000,
XNR_RS07010,cellular_component
XNR_RS07010,cell wall
XNR_RS07010,obsolete cell
XNR_RS07010,plasma membrane
XNR_RS07010,membrane
XNR_RS07010,external encapsulating structure
XNR_RS07010,obsolete cell part
XNR_RS07010,cell periphery
XNR_RS07015,
XNR_RS07020,
XNR_RS07025,
XNR_RS07030,cellular_component
XNR_RS07030,obsolete cell
XNR_RS07030,plasma membrane
XNR_RS07030,plasma membrane
XNR_RS07030,biological_process
XNR_RS07030,membrane
XNR_RS07030,membrane
XNR_RS07030,obsolete intrinsic component of membrane
XNR_RS07030,obsolete intrinsic component of plasma membrane
XNR_RS07030,growth
XNR_RS07030,obsolete membrane part
XNR_RS07030,obsolete plasma membrane part
XNR_RS07030,obsolete cell part
XNR_RS07030,cell periphery
XNR_RS07035,
XNR_RS07040,
XNR_RS07045,
XNR_RS07050,
XNR_RS07055,
XNR_RS07060,
XNR_RS07065,cellular_component
XNR_RS07065,intracellular anatomical structure
XNR_RS07065,obsolete cell
XNR_RS07065,cytoplasm
XNR_RS07065,cytosol
XNR_RS07065,obsolete intracellular part
XNR_RS07065,obsolete cytoplasmic part
XNR_RS07065,obsolete cell part
XNR_RS07070,
XNR_RS07075,
XNR_RS07080,
XNR_RS07085,
XNR_RS07090,
XNR_RS07095,
XNR_RS07100,
XNR_RS07105,
XNR_RS07110,
XNR_RS07115,
XNR_RS07120,
XNR_RS07125,
XNR_RS07130,
XNR_RS07135,
XNR_RS07145,
XNR_RS07150,
XNR_RS07155,
XNR_RS07160,
XNR_RS07165,
XNR_RS07170,
XNR_RS07175,
XNR_RS07180,
XNR_RS07185,
XNR_RS07190,
XNR_RS07195,
XNR_RS07200,
XNR_RS07205,
XNR_RS07210,
XNR_RS07215,
XNR_RS07220,
XNR_RS07225,
XNR_RS07230,
XNR_RS07235,
XNR_RS07240,cellular_component
XNR_RS07240,cell wall
XNR_RS07240,intracellular anatomical structure
XNR_RS07240,obsolete cell
XNR_RS07240,plasma membrane
XNR_RS07240,nucleobase-containing compound metabolic process
XNR_RS07240,purine nucleotide metabolic process
XNR_RS07240,purine nucleotide biosynthetic process
XNR_RS07240,cellular aromatic compound metabolic process
XNR_RS07240,nucleoside phosphate metabolic process
XNR_RS07240,ATP biosynthetic process
XNR_RS07240,phosphorus metabolic process
XNR_RS07240,phosphate-containing compound metabolic process
XNR_RS07240,nitrogen compound metabolic process
XNR_RS07240,transport
XNR_RS07240,monoatomic ion transport
XNR_RS07240,monoatomic cation transport
XNR_RS07240,biological_process
XNR_RS07240,metabolic process
XNR_RS07240,biosynthetic process
XNR_RS07240,nucleotide metabolic process
XNR_RS07240,nucleoside monophosphate metabolic process
XNR_RS07240,nucleoside monophosphate biosynthetic process
XNR_RS07240,purine nucleoside monophosphate metabolic process
XNR_RS07240,purine nucleoside monophosphate biosynthetic process
XNR_RS07240,nucleoside triphosphate metabolic process
XNR_RS07240,nucleoside triphosphate biosynthetic process
XNR_RS07240,purine nucleoside triphosphate metabolic process
XNR_RS07240,purine nucleoside triphosphate biosynthetic process
XNR_RS07240,purine ribonucleotide metabolic process
XNR_RS07240,purine ribonucleotide biosynthetic process
XNR_RS07240,ribonucleoside monophosphate biosynthetic process
XNR_RS07240,ribonucleoside monophosphate metabolic process
XNR_RS07240,nucleotide biosynthetic process
XNR_RS07240,purine ribonucleoside monophosphate metabolic process
XNR_RS07240,purine ribonucleoside monophosphate biosynthetic process
XNR_RS07240,ribonucleoside triphosphate metabolic process
XNR_RS07240,ribonucleoside triphosphate biosynthetic process
XNR_RS07240,purine ribonucleoside triphosphate metabolic process
XNR_RS07240,purine ribonucleoside triphosphate biosynthetic process
XNR_RS07240,ribonucleotide metabolic process
XNR_RS07240,ribonucleotide biosynthetic process
XNR_RS07240,cellular process
XNR_RS07240,inorganic cation transmembrane transport
XNR_RS07240,"energy coupled proton transport, down electrochemical gradient"
XNR_RS07240,proton motive force-driven ATP synthesis
XNR_RS07240,membrane
XNR_RS07240,proton-transporting two-sector ATPase complex
XNR_RS07240,xenobiotic metabolic process
XNR_RS07240,heterocycle biosynthetic process
XNR_RS07240,aromatic compound biosynthetic process
XNR_RS07240,organophosphate metabolic process
XNR_RS07240,ribose phosphate metabolic process
XNR_RS07240,external encapsulating structure
XNR_RS07240,protein-containing complex
XNR_RS07240,"proton-transporting two-sector ATPase complex, catalytic domain"
XNR_RS07240,monoatomic ion transmembrane transport
XNR_RS07240,cellular nitrogen compound metabolic process
XNR_RS07240,nucleobase-containing compound biosynthetic process
XNR_RS07240,growth
XNR_RS07240,cellular metabolic process
XNR_RS07240,primary metabolic process
XNR_RS07240,cellular biosynthetic process
XNR_RS07240,cellular nitrogen compound biosynthetic process
XNR_RS07240,small molecule metabolic process
XNR_RS07240,obsolete intracellular part
XNR_RS07240,obsolete membrane part
XNR_RS07240,obsolete cell part
XNR_RS07240,proton-transporting ATP synthase complex
XNR_RS07240,"proton-transporting ATP synthase complex, catalytic core F(1)"
XNR_RS07240,ATP metabolic process
XNR_RS07240,ribose phosphate biosynthetic process
XNR_RS07240,heterocycle metabolic process
XNR_RS07240,localization
XNR_RS07240,establishment of localization
XNR_RS07240,transmembrane transport
XNR_RS07240,nucleobase-containing small molecule metabolic process
XNR_RS07240,organic substance metabolic process
XNR_RS07240,cell periphery
XNR_RS07240,purine-containing compound metabolic process
XNR_RS07240,purine-containing compound biosynthetic process
XNR_RS07240,organophosphate biosynthetic process
XNR_RS07240,monoatomic cation transmembrane transport
XNR_RS07240,inorganic ion transmembrane transport
XNR_RS07240,inorganic cation transmembrane transport
XNR_RS07240,membrane protein complex
XNR_RS07240,carbohydrate derivative metabolic process
XNR_RS07240,carbohydrate derivative biosynthetic process
XNR_RS07240,nucleoside phosphate biosynthetic process
XNR_RS07240,organic cyclic compound metabolic process
XNR_RS07240,organic cyclic compound biosynthetic process
XNR_RS07240,organonitrogen compound metabolic process
XNR_RS07240,organonitrogen compound biosynthetic process
XNR_RS07240,organic substance biosynthetic process
XNR_RS07240,proton transmembrane transport
XNR_RS07245,cellular_component
XNR_RS07245,extracellular region
XNR_RS07245,cell wall
XNR_RS07245,intracellular anatomical structure
XNR_RS07245,obsolete cell
XNR_RS07245,cytoplasm
XNR_RS07245,cytosol
XNR_RS07245,plasma membrane
XNR_RS07245,biological_process
XNR_RS07245,membrane
XNR_RS07245,external encapsulating structure
XNR_RS07245,growth
XNR_RS07245,obsolete intracellular part
XNR_RS07245,obsolete cytoplasmic part
XNR_RS07245,obsolete cell part
XNR_RS07245,cell periphery
XNR_RS07250,cellular_component
XNR_RS07250,cell wall
XNR_RS07250,obsolete cell
XNR_RS07250,plasma membrane
XNR_RS07250,biological_process
XNR_RS07250,membrane
XNR_RS07250,external encapsulating structure
XNR_RS07250,growth
XNR_RS07250,obsolete cell part
XNR_RS07250,cell periphery
XNR_RS07255,cellular_component
XNR_RS07255,cell wall
XNR_RS07255,obsolete cell
XNR_RS07255,plasma membrane
XNR_RS07255,biological_process
XNR_RS07255,membrane
XNR_RS07255,external encapsulating structure
XNR_RS07255,growth
XNR_RS07255,obsolete cell part
XNR_RS07255,cell periphery
XNR_RS07260,cellular_component
XNR_RS07260,cell wall
XNR_RS07260,obsolete cell
XNR_RS07260,plasma membrane
XNR_RS07260,biological_process
XNR_RS07260,membrane
XNR_RS07260,external encapsulating structure
XNR_RS07260,growth
XNR_RS07260,obsolete cell part
XNR_RS07260,cell periphery
XNR_RS07265,
XNR_RS07270,molecular_function
XNR_RS07270,catalytic activity
XNR_RS07270,transporter activity
XNR_RS07270,cellular_component
XNR_RS07270,intracellular anatomical structure
XNR_RS07270,obsolete cell
XNR_RS07270,nucleobase-containing compound metabolic process
XNR_RS07270,purine nucleotide metabolic process
XNR_RS07270,purine nucleotide biosynthetic process
XNR_RS07270,cellular aromatic compound metabolic process
XNR_RS07270,nucleoside phosphate metabolic process
XNR_RS07270,ATP biosynthetic process
XNR_RS07270,phosphorus metabolic process
XNR_RS07270,phosphate-containing compound metabolic process
XNR_RS07270,nitrogen compound metabolic process
XNR_RS07270,transport
XNR_RS07270,monoatomic ion transport
XNR_RS07270,monoatomic cation transport
XNR_RS07270,biological_process
XNR_RS07270,metabolic process
XNR_RS07270,monoatomic cation transmembrane transporter activity
XNR_RS07270,biosynthetic process
XNR_RS07270,nucleotide metabolic process
XNR_RS07270,nucleoside monophosphate metabolic process
XNR_RS07270,nucleoside monophosphate biosynthetic process
XNR_RS07270,purine nucleoside monophosphate metabolic process
XNR_RS07270,purine nucleoside monophosphate biosynthetic process
XNR_RS07270,nucleoside triphosphate metabolic process
XNR_RS07270,nucleoside triphosphate biosynthetic process
XNR_RS07270,purine nucleoside triphosphate metabolic process
XNR_RS07270,purine nucleoside triphosphate biosynthetic process
XNR_RS07270,purine ribonucleotide metabolic process
XNR_RS07270,purine ribonucleotide biosynthetic process
XNR_RS07270,ribonucleoside monophosphate biosynthetic process
XNR_RS07270,ribonucleoside monophosphate metabolic process
XNR_RS07270,nucleotide biosynthetic process
XNR_RS07270,purine ribonucleoside monophosphate metabolic process
XNR_RS07270,purine ribonucleoside monophosphate biosynthetic process
XNR_RS07270,ribonucleoside triphosphate metabolic process
XNR_RS07270,ribonucleoside triphosphate biosynthetic process
XNR_RS07270,purine ribonucleoside triphosphate metabolic process
XNR_RS07270,purine ribonucleoside triphosphate biosynthetic process
XNR_RS07270,ribonucleotide metabolic process
XNR_RS07270,ribonucleotide biosynthetic process
XNR_RS07270,cellular process
XNR_RS07270,monoatomic ion transmembrane transporter activity
XNR_RS07270,inorganic cation transmembrane transporter activity
XNR_RS07270,proton transmembrane transporter activity
XNR_RS07270,inorganic molecular entity transmembrane transporter activity
XNR_RS07270,primary active transmembrane transporter activity
XNR_RS07270,ATPase-coupled transmembrane transporter activity
XNR_RS07270,inorganic cation transmembrane transport
XNR_RS07270,"energy coupled proton transport, down electrochemical gradient"
XNR_RS07270,proton motive force-driven ATP synthesis
XNR_RS07270,membrane
XNR_RS07270,pyrophosphatase activity
XNR_RS07270,proton-transporting two-sector ATPase complex
XNR_RS07270,hydrolase activity
XNR_RS07270,"hydrolase activity, acting on acid anhydrides"
XNR_RS07270,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
XNR_RS07270,ATP hydrolysis activity
XNR_RS07270,ribonucleoside triphosphate phosphatase activity
XNR_RS07270,xenobiotic metabolic process
XNR_RS07270,heterocycle biosynthetic process
XNR_RS07270,aromatic compound biosynthetic process
XNR_RS07270,organophosphate metabolic process
XNR_RS07270,ribose phosphate metabolic process
XNR_RS07270,ATPase-coupled monoatomic cation transmembrane transporter activity
XNR_RS07270,active transmembrane transporter activity
XNR_RS07270,active monoatomic ion transmembrane transporter activity
XNR_RS07270,transmembrane transporter activity
XNR_RS07270,inorganic cation transmembrane transporter activity
XNR_RS07270,protein-containing complex
XNR_RS07270,"proton-transporting two-sector ATPase complex, proton-transporting domain"
XNR_RS07270,monoatomic ion transmembrane transport
XNR_RS07270,cellular nitrogen compound metabolic process
XNR_RS07270,nucleobase-containing compound biosynthetic process
XNR_RS07270,ATP hydrolysis activity
XNR_RS07270,ATPase-coupled ion transmembrane transporter activity
XNR_RS07270,ATPase-coupled transmembrane transporter activity
XNR_RS07270,ATPase-coupled transmembrane transporter activity
XNR_RS07270,cellular metabolic process
XNR_RS07270,primary metabolic process
XNR_RS07270,cellular biosynthetic process
XNR_RS07270,cellular nitrogen compound biosynthetic process
XNR_RS07270,small molecule metabolic process
XNR_RS07270,obsolete intracellular part
XNR_RS07270,obsolete membrane part
XNR_RS07270,obsolete cell part
XNR_RS07270,"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"
XNR_RS07270,proton-transporting ATP synthase complex
XNR_RS07270,"proton-transporting ATP synthase complex, coupling factor F(o)"
XNR_RS07270,ATP metabolic process
XNR_RS07270,ribose phosphate biosynthetic process
XNR_RS07270,heterocycle metabolic process
XNR_RS07270,"proton-transporting ATP synthase activity, rotational mechanism"
XNR_RS07270,localization
XNR_RS07270,establishment of localization
XNR_RS07270,transmembrane transport
