,locus_tag,GOs
7624,XNR_RS08220,response to defenses of other organism
7625,XNR_RS08220,response to host defenses
7626,XNR_RS08220,response to host immune response
7627,XNR_RS08220,response to host immune response
7628,XNR_RS08220,regulation of macromolecule metabolic process
7629,XNR_RS08220,biological regulation
7630,XNR_RS08220,response to host
7631,XNR_RS08220,regulation of primary metabolic process
7632,XNR_RS08220,regulation of chaperone-mediated protein complex assembly
7633,XNR_RS08220,organic cyclic compound binding
7634,XNR_RS08220,transcription regulator activity
7635,XNR_RS08220,heterocyclic compound binding
7636,XNR_RS08220,response to oxygen-containing compound
7637,XNR_RS08220,obsolete regulation of nucleic acid-templated transcription
7638,XNR_RS08220,obsolete regulation of cellular macromolecule biosynthetic process
7639,XNR_RS08220,regulation of DNA-templated transcription initiation
7640,XNR_RS08220,regulation of RNA biosynthetic process
7641,XNR_RS29655,cellular_component
7642,XNR_RS29655,cell wall
7643,XNR_RS29655,obsolete cell
7644,XNR_RS29655,plasma membrane
7645,XNR_RS29655,membrane
7646,XNR_RS29655,external encapsulating structure
7647,XNR_RS29655,obsolete cell part
7648,XNR_RS29655,cell periphery
7676,XNR_RS08370,molecular_function
7677,XNR_RS08370,catalytic activity
7678,XNR_RS08370,binding
7679,XNR_RS08370,cellular_component
7680,XNR_RS08370,obsolete cell
7681,XNR_RS08370,plasma membrane
7682,XNR_RS08370,sulfur compound metabolic process
7683,XNR_RS08370,biological_process
7684,XNR_RS08370,metabolic process
7685,XNR_RS08370,zinc ion binding
7686,XNR_RS08370,biosynthetic process
7687,XNR_RS08370,cellular process
7688,XNR_RS08370,mycothiol biosynthetic process
7689,XNR_RS08370,mycothiol metabolic process
7690,XNR_RS08370,membrane
7691,XNR_RS08370,glycoside metabolic process
7692,XNR_RS08370,glycoside biosynthetic process
7693,XNR_RS08370,hydrolase activity
7694,XNR_RS08370,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
7695,XNR_RS08370,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
7696,XNR_RS08370,ion binding
7697,XNR_RS08370,cation binding
7698,XNR_RS08370,cellular metabolic process
7699,XNR_RS08370,cellular biosynthetic process
7700,XNR_RS08370,sulfur compound biosynthetic process
7701,XNR_RS08370,obsolete cell part
7702,XNR_RS08370,metal ion binding
7703,XNR_RS08370,transition metal ion binding
7704,XNR_RS08370,obsolete cofactor metabolic process
7705,XNR_RS08370,obsolete cofactor biosynthetic process
7706,XNR_RS08370,organic substance metabolic process
7707,XNR_RS08370,cell periphery
7708,XNR_RS08370,carbohydrate derivative metabolic process
7709,XNR_RS08370,carbohydrate derivative biosynthetic process
7710,XNR_RS08370,organic substance biosynthetic process
7711,XNR_RS08370,glycosyl compound metabolic process
7712,XNR_RS08370,glycosyl compound biosynthetic process
7788,XNR_RS08760,cellular_component
7789,XNR_RS08760,obsolete cell
7790,XNR_RS08760,plasma membrane
7791,XNR_RS08760,membrane
7792,XNR_RS08760,obsolete cell part
7793,XNR_RS08760,cell periphery
7801,XNR_RS08800,cellular_component
7802,XNR_RS08800,intracellular anatomical structure
7803,XNR_RS08800,obsolete cell
7804,XNR_RS08800,cytoplasm
7805,XNR_RS08800,cytosol
7806,XNR_RS08800,plasma membrane
7807,XNR_RS08800,membrane
7808,XNR_RS08800,obsolete intracellular part
7809,XNR_RS08800,obsolete cytoplasmic part
7810,XNR_RS08800,obsolete cell part
7811,XNR_RS08800,cell periphery
7813,XNR_RS08815,molecular_function
7814,XNR_RS08815,catalytic activity
7815,XNR_RS08815,cellular_component
7816,XNR_RS08815,intracellular anatomical structure
7817,XNR_RS08815,obsolete cell
7818,XNR_RS08815,cytoplasm
7819,XNR_RS08815,cytosol
7820,XNR_RS08815,nucleobase-containing compound metabolic process
7821,XNR_RS08815,cellular aromatic compound metabolic process
7822,XNR_RS08815,nucleoside phosphate metabolic process
7823,XNR_RS08815,phosphorus metabolic process
7824,XNR_RS08815,phosphate-containing compound metabolic process
7825,XNR_RS08815,nitrogen compound metabolic process
7826,XNR_RS08815,biological_process
7827,XNR_RS08815,metabolic process
7828,XNR_RS08815,catabolic process
7829,XNR_RS08815,biosynthetic process
7830,XNR_RS08815,nucleoside triphosphate metabolic process
7831,XNR_RS08815,nucleoside triphosphate catabolic process
7832,XNR_RS08815,cellular process
7833,XNR_RS08815,pyrophosphatase activity
7834,XNR_RS08815,hydrolase activity
7835,XNR_RS08815,"hydrolase activity, acting on acid anhydrides"
7836,XNR_RS08815,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
7837,XNR_RS08815,heterocycle biosynthetic process
7838,XNR_RS08815,aromatic compound biosynthetic process
7839,XNR_RS08815,aromatic compound catabolic process
7840,XNR_RS08815,organophosphate metabolic process
7841,XNR_RS08815,nucleobase-containing small molecule biosynthetic process
7842,XNR_RS08815,cellular nitrogen compound metabolic process
7843,XNR_RS08815,nucleobase-containing compound biosynthetic process
7844,XNR_RS08815,nucleobase-containing compound catabolic process
7845,XNR_RS08815,cellular metabolic process
7846,XNR_RS08815,primary metabolic process
7847,XNR_RS08815,cellular catabolic process
7848,XNR_RS08815,cellular biosynthetic process
7849,XNR_RS08815,cellular nitrogen compound catabolic process
7850,XNR_RS08815,cellular nitrogen compound biosynthetic process
7851,XNR_RS08815,small molecule metabolic process
7852,XNR_RS08815,small molecule biosynthetic process
7853,XNR_RS08815,obsolete intracellular part
7854,XNR_RS08815,obsolete cytoplasmic part
7855,XNR_RS08815,obsolete cell part
7856,XNR_RS08815,organophosphate catabolic process
7857,XNR_RS08815,heterocycle metabolic process
7858,XNR_RS08815,heterocycle catabolic process
7859,XNR_RS08815,nucleoside triphosphate diphosphatase activity
7860,XNR_RS08815,nucleobase-containing small molecule metabolic process
7861,XNR_RS08815,organic substance metabolic process
7862,XNR_RS08815,nucleoside phosphate catabolic process
7863,XNR_RS08815,organic cyclic compound metabolic process
7864,XNR_RS08815,organic cyclic compound catabolic process
7865,XNR_RS08815,organic cyclic compound biosynthetic process
7866,XNR_RS08815,organic substance catabolic process
7867,XNR_RS08815,organic substance biosynthetic process
7869,XNR_RS08825,nucleobase-containing compound metabolic process
7870,XNR_RS08825,RNA catabolic process
7871,XNR_RS08825,cellular aromatic compound metabolic process
7872,XNR_RS08825,nitrogen compound metabolic process
7873,XNR_RS08825,biological_process
7874,XNR_RS08825,metabolic process
7875,XNR_RS08825,catabolic process
7876,XNR_RS08825,macromolecule catabolic process
7877,XNR_RS08825,cellular process
7878,XNR_RS08825,RNA metabolic process
7879,XNR_RS08825,rRNA metabolic process
7880,XNR_RS08825,rRNA catabolic process
7881,XNR_RS08825,aromatic compound catabolic process
7882,XNR_RS08825,cellular nitrogen compound metabolic process
7883,XNR_RS08825,nucleobase-containing compound catabolic process
7884,XNR_RS08825,ncRNA metabolic process
7885,XNR_RS08825,ncRNA catabolic process
7886,XNR_RS08825,macromolecule metabolic process
7887,XNR_RS08825,cellular metabolic process
7888,XNR_RS08825,primary metabolic process
7889,XNR_RS08825,cellular catabolic process
7890,XNR_RS08825,obsolete cellular macromolecule metabolic process
7891,XNR_RS08825,obsolete cellular macromolecule catabolic process
7892,XNR_RS08825,cellular nitrogen compound catabolic process
7893,XNR_RS08825,heterocycle metabolic process
7894,XNR_RS08825,heterocycle catabolic process
7895,XNR_RS08825,organic substance metabolic process
7896,XNR_RS08825,nucleic acid metabolic process
7897,XNR_RS08825,organic cyclic compound metabolic process
7898,XNR_RS08825,organic cyclic compound catabolic process
7899,XNR_RS08825,organic substance catabolic process
7903,XNR_RS08845,molecular_function
7904,XNR_RS08845,catalytic activity
7905,XNR_RS08845,nuclease activity
7906,XNR_RS08845,endonuclease activity
7907,XNR_RS08845,RNA endonuclease activity
7908,XNR_RS08845,RNA nuclease activity
7909,XNR_RS08845,cellular_component
7910,XNR_RS08845,obsolete cell
7911,XNR_RS08845,plasma membrane
7912,XNR_RS08845,nucleobase-containing compound metabolic process
7913,XNR_RS08845,RNA processing
7914,XNR_RS08845,tRNA metabolic process
7915,XNR_RS08845,cellular aromatic compound metabolic process
7916,XNR_RS08845,nitrogen compound metabolic process
7917,XNR_RS08845,tRNA processing
7918,XNR_RS08845,biological_process
7919,XNR_RS08845,metabolic process
7920,XNR_RS08845,cellular process
7921,XNR_RS08845,gene expression
7922,XNR_RS08845,membrane
7923,XNR_RS08845,RNA metabolic process
7924,XNR_RS08845,hydrolase activity
7925,XNR_RS08845,"hydrolase activity, acting on ester bonds"
7926,XNR_RS08845,"RNA endonuclease activity, producing 5'-phosphomonoesters"
7927,XNR_RS08845,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"
7928,XNR_RS08845,RNA 3'-end processing
7929,XNR_RS08845,"obsolete tRNA 3'-trailer cleavage, endonucleolytic"
7930,XNR_RS08845,ncRNA processing
7931,XNR_RS08845,cellular nitrogen compound metabolic process
7932,XNR_RS08845,ncRNA metabolic process
7933,XNR_RS08845,growth
7934,XNR_RS08845,obsolete tRNA 3'-trailer cleavage
7935,XNR_RS08845,tRNA 3'-end processing
7936,XNR_RS08845,3'-tRNA processing endoribonuclease activity
7937,XNR_RS08845,macromolecule metabolic process
7938,XNR_RS08845,regulatory ncRNA 3'-end processing
7939,XNR_RS08845,cellular metabolic process
7940,XNR_RS08845,primary metabolic process
7941,XNR_RS08845,obsolete cell part
7942,XNR_RS08845,heterocycle metabolic process
7943,XNR_RS08845,organic substance metabolic process
7944,XNR_RS08845,cell periphery
7945,XNR_RS08845,nucleic acid metabolic process
7946,XNR_RS08845,nucleic acid phosphodiester bond hydrolysis
7947,XNR_RS08845,obsolete RNA phosphodiester bond hydrolysis
7948,XNR_RS08845,"obsolete RNA phosphodiester bond hydrolysis, endonucleolytic"
7949,XNR_RS08845,"catalytic activity, acting on RNA"
7950,XNR_RS08845,organic cyclic compound metabolic process
7951,XNR_RS08845,obsolete endonucleolytic cleavage involved in tRNA processing
7952,XNR_RS08850,sulfur amino acid metabolic process
7953,XNR_RS08850,sulfur amino acid biosynthetic process
7954,XNR_RS08850,molecular_function
7955,XNR_RS08850,catalytic activity
7956,XNR_RS08850,binding
7957,XNR_RS08850,cellular_component
7958,XNR_RS08850,intracellular anatomical structure
7959,XNR_RS08850,obsolete cell
7960,XNR_RS08850,cytoplasm
7961,XNR_RS08850,cytosol
7962,XNR_RS08850,organic acid metabolic process
7963,XNR_RS08850,amino acid metabolic process
7964,XNR_RS08850,cysteine metabolic process
7965,XNR_RS08850,cysteine biosynthetic process from serine
7966,XNR_RS08850,L-serine metabolic process
7967,XNR_RS08850,sulfur compound metabolic process
7968,XNR_RS08850,nitrogen compound metabolic process
7969,XNR_RS08850,obsolete drug binding
7970,XNR_RS08850,biological_process
7971,XNR_RS08850,metabolic process
7972,XNR_RS08850,amino acid biosynthetic process
7973,XNR_RS08850,biosynthetic process
7974,XNR_RS08850,serine family amino acid metabolic process
7975,XNR_RS08850,serine family amino acid biosynthetic process
7976,XNR_RS08850,cellular process
7977,XNR_RS08850,organic acid biosynthetic process
7978,XNR_RS08850,transferase activity
7979,XNR_RS08850,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
7980,XNR_RS08850,cysteine biosynthetic process
7981,XNR_RS08850,carboxylic acid metabolic process
7982,XNR_RS08850,vitamin binding
7983,XNR_RS08850,pyridoxal phosphate binding
7984,XNR_RS08850,protein-containing complex
7985,XNR_RS08850,O-phosphoserine sulfhydrylase activity
7986,XNR_RS08850,small molecule binding
7987,XNR_RS08850,ion binding
7988,XNR_RS08850,anion binding
7989,XNR_RS08850,oxoacid metabolic process
7990,XNR_RS08850,cellular metabolic process
7991,XNR_RS08850,primary metabolic process
7992,XNR_RS08850,cellular biosynthetic process
7993,XNR_RS08850,sulfur compound biosynthetic process
7994,XNR_RS08850,small molecule metabolic process
7995,XNR_RS08850,small molecule biosynthetic process
7996,XNR_RS08850,obsolete intracellular part
7997,XNR_RS08850,obsolete cytoplasmic part
7998,XNR_RS08850,obsolete cell part
7999,XNR_RS08850,carboxylic acid biosynthetic process
8000,XNR_RS08850,obsolete cofactor binding
8001,XNR_RS08850,obsolete coenzyme binding
8002,XNR_RS08850,vitamin B6 binding
8003,XNR_RS08850,organic substance metabolic process
8004,XNR_RS08850,organic cyclic compound binding
8005,XNR_RS08850,heterocyclic compound binding
8006,XNR_RS08850,organonitrogen compound metabolic process
8007,XNR_RS08850,organonitrogen compound biosynthetic process
8008,XNR_RS08850,organic substance biosynthetic process
8009,XNR_RS08850,alpha-amino acid metabolic process
8010,XNR_RS08850,alpha-amino acid biosynthetic process
8011,XNR_RS08855,sulfur amino acid metabolic process
8012,XNR_RS08855,sulfur amino acid biosynthetic process
8013,XNR_RS08855,cellular_component
8014,XNR_RS08855,intracellular anatomical structure
8015,XNR_RS08855,obsolete cell
8016,XNR_RS08855,cytoplasm
8017,XNR_RS08855,cytosol
8018,XNR_RS08855,organic acid metabolic process
8019,XNR_RS08855,amino acid metabolic process
8020,XNR_RS08855,cysteine metabolic process
8021,XNR_RS08855,sulfur compound metabolic process
8022,XNR_RS08855,nitrogen compound metabolic process
8023,XNR_RS08855,biological_process
8024,XNR_RS08855,metabolic process
8025,XNR_RS08855,amino acid biosynthetic process
8026,XNR_RS08855,biosynthetic process
8027,XNR_RS08855,serine family amino acid metabolic process
8028,XNR_RS08855,serine family amino acid biosynthetic process
8029,XNR_RS08855,cellular process
8030,XNR_RS08855,organic acid biosynthetic process
8031,XNR_RS08855,cysteine biosynthetic process
8032,XNR_RS08855,carboxylic acid metabolic process
8033,XNR_RS08855,protein-containing complex
8034,XNR_RS08855,oxoacid metabolic process
8035,XNR_RS08855,cellular metabolic process
8036,XNR_RS08855,primary metabolic process
8037,XNR_RS08855,cellular biosynthetic process
8038,XNR_RS08855,sulfur compound biosynthetic process
8039,XNR_RS08855,small molecule metabolic process
8040,XNR_RS08855,small molecule biosynthetic process
8041,XNR_RS08855,obsolete intracellular part
8042,XNR_RS08855,obsolete cytoplasmic part
8043,XNR_RS08855,obsolete cell part
8044,XNR_RS08855,carboxylic acid biosynthetic process
8045,XNR_RS08855,organic substance metabolic process
8046,XNR_RS08855,organonitrogen compound metabolic process
8047,XNR_RS08855,organonitrogen compound biosynthetic process
8048,XNR_RS08855,organic substance biosynthetic process
8049,XNR_RS08855,alpha-amino acid metabolic process
8050,XNR_RS08855,alpha-amino acid biosynthetic process
8051,XNR_RS08860,sulfur amino acid metabolic process
8052,XNR_RS08860,sulfur amino acid biosynthetic process
8053,XNR_RS08860,molecular_function
8054,XNR_RS08860,catalytic activity
8055,XNR_RS08860,binding
8056,XNR_RS08860,cellular_component
8057,XNR_RS08860,intracellular anatomical structure
8058,XNR_RS08860,obsolete cell
8059,XNR_RS08860,cytoplasm
8060,XNR_RS08860,cytosol
8061,XNR_RS08860,organic acid metabolic process
8062,XNR_RS08860,proteolysis
8063,XNR_RS08860,amino acid metabolic process
8064,XNR_RS08860,cysteine metabolic process
8065,XNR_RS08860,cysteine biosynthetic process from serine
8066,XNR_RS08860,L-serine metabolic process
8067,XNR_RS08860,sulfur compound metabolic process
8068,XNR_RS08860,nitrogen compound metabolic process
8069,XNR_RS08860,biological_process
8070,XNR_RS08860,metabolic process
8071,XNR_RS08860,peptidase activity
8072,XNR_RS08860,metalloexopeptidase activity
8073,XNR_RS08860,metallopeptidase activity
8074,XNR_RS08860,exopeptidase activity
8075,XNR_RS08860,zinc ion binding
8076,XNR_RS08860,amino acid biosynthetic process
8077,XNR_RS08860,biosynthetic process
8078,XNR_RS08860,serine family amino acid metabolic process
8079,XNR_RS08860,serine family amino acid biosynthetic process
8080,XNR_RS08860,cellular process
8081,XNR_RS08860,organic acid biosynthetic process
8082,XNR_RS08860,hydrolase activity
8083,XNR_RS08860,cysteine biosynthetic process
8084,XNR_RS08860,protein metabolic process
8085,XNR_RS08860,carboxylic acid metabolic process
8086,XNR_RS08860,ion binding
8087,XNR_RS08860,cation binding
8088,XNR_RS08860,macromolecule metabolic process
8089,XNR_RS08860,oxoacid metabolic process
8090,XNR_RS08860,cellular metabolic process
8091,XNR_RS08860,primary metabolic process
8092,XNR_RS08860,cellular biosynthetic process
8093,XNR_RS08860,sulfur compound biosynthetic process
8094,XNR_RS08860,small molecule metabolic process
8095,XNR_RS08860,small molecule biosynthetic process
8096,XNR_RS08860,obsolete intracellular part
8097,XNR_RS08860,obsolete cytoplasmic part
8098,XNR_RS08860,obsolete cell part
8099,XNR_RS08860,carboxylic acid biosynthetic process
8100,XNR_RS08860,metal ion binding
8101,XNR_RS08860,transition metal ion binding
8102,XNR_RS08860,peptidase activity
8103,XNR_RS08860,organic substance metabolic process
8104,XNR_RS08860,"catalytic activity, acting on a protein"
8105,XNR_RS08860,organonitrogen compound metabolic process
8106,XNR_RS08860,organonitrogen compound biosynthetic process
8107,XNR_RS08860,organic substance biosynthetic process
8108,XNR_RS08860,alpha-amino acid metabolic process
8109,XNR_RS08860,alpha-amino acid biosynthetic process
8120,XNR_RS08920,reproduction
8121,XNR_RS08920,cytokinesis
8122,XNR_RS08920,cellular_component
8123,XNR_RS08920,cell wall
8124,XNR_RS08920,obsolete cell
8125,XNR_RS08920,cell cycle
8126,XNR_RS08920,biological_process
8127,XNR_RS08920,anatomical structure morphogenesis
8128,XNR_RS08920,cellular process
8129,XNR_RS08920,regulation of cell cycle process
8130,XNR_RS08920,cellular component assembly involved in morphogenesis
8131,XNR_RS08920,cellular component organization
8132,XNR_RS08920,asexual reproduction
8133,XNR_RS08920,cell cycle process
8134,XNR_RS08920,cellular component assembly
8135,XNR_RS08920,cell differentiation
8136,XNR_RS08920,external encapsulating structure
8137,XNR_RS08920,cell septum
8138,XNR_RS08920,sporulation resulting in formation of a cellular spore
8139,XNR_RS08920,asexual sporulation
8140,XNR_RS08920,filamentous growth
8141,XNR_RS08920,hyphal growth
8142,XNR_RS08920,spore wall
8143,XNR_RS08920,regulation of cytokinesis
8144,XNR_RS08920,positive regulation of cytokinesis
8145,XNR_RS08920,developmental process
8146,XNR_RS08920,cytokinetic process
8147,XNR_RS08920,cellular component morphogenesis
8148,XNR_RS08920,protein-containing complex
8149,XNR_RS08920,growth
8150,XNR_RS08920,spore wall assembly
8151,XNR_RS08920,cell wall biogenesis
8152,XNR_RS08920,sporulation
8153,XNR_RS08920,asexual sporulation resulting in formation of a cellular spore
8154,XNR_RS08920,cellular component biogenesis
8155,XNR_RS08920,obsolete cell septum part
8156,XNR_RS08920,obsolete cell part
8157,XNR_RS08920,external encapsulating structure organization
8158,XNR_RS08920,positive regulation of cell cycle
8159,XNR_RS08920,positive regulation of biological process
8160,XNR_RS08920,positive regulation of cellular process
8161,XNR_RS08920,anatomical structure formation involved in morphogenesis
8162,XNR_RS08920,anatomical structure development
8163,XNR_RS08920,cellular developmental process
8164,XNR_RS08920,regulation of biological process
8165,XNR_RS08920,regulation of cellular process
8166,XNR_RS08920,cell division
8167,XNR_RS08920,regulation of cell division
8168,XNR_RS08920,regulation of cell cycle
8169,XNR_RS08920,positive regulation of cell division
8170,XNR_RS08920,biological regulation
8171,XNR_RS08920,spore wall biogenesis
8172,XNR_RS08920,cell wall assembly
8173,XNR_RS08920,cell wall organization or biogenesis
8174,XNR_RS08920,cell wall organization
8175,XNR_RS08920,cellular component organization or biogenesis
8176,XNR_RS08920,cell periphery
8177,XNR_RS08920,positive regulation of cell cycle process
8178,XNR_RS08920,cell septum assembly
8179,XNR_RS08920,regulation of asexual reproduction
8180,XNR_RS08920,positive regulation of asexual reproduction
8181,XNR_RS08920,divisome complex
8182,XNR_RS08920,regulation of reproductive process
8183,XNR_RS08920,positive regulation of reproductive process
8184,XNR_RS08920,regulation of FtsZ-dependent cytokinesis
8185,XNR_RS08920,positive regulation of FtsZ-dependent cytokinesis
8188,XNR_RS08935,molecular_function
8189,XNR_RS08935,catalytic activity
8190,XNR_RS08935,4-hydroxyphenylpyruvate dioxygenase activity
8191,XNR_RS08935,organic acid metabolic process
8192,XNR_RS08935,amino acid metabolic process
8193,XNR_RS08935,tyrosine metabolic process
8194,XNR_RS08935,tyrosine catabolic process
8195,XNR_RS08935,cellular aromatic compound metabolic process
8196,XNR_RS08935,nitrogen compound metabolic process
8197,XNR_RS08935,biological_process
8198,XNR_RS08935,metabolic process
8199,XNR_RS08935,catabolic process
8200,XNR_RS08935,amino acid catabolic process
8201,XNR_RS08935,aromatic amino acid metabolic process
8202,XNR_RS08935,aromatic amino acid family catabolic process
8203,XNR_RS08935,cellular process
8204,XNR_RS08935,organic acid catabolic process
8205,XNR_RS08935,oxidoreductase activity
8206,XNR_RS08935,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"
8207,XNR_RS08935,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
8208,XNR_RS08935,aromatic compound catabolic process
8209,XNR_RS08935,carboxylic acid metabolic process
8210,XNR_RS08935,oxoacid metabolic process
8211,XNR_RS08935,cellular metabolic process
8212,XNR_RS08935,primary metabolic process
8213,XNR_RS08935,cellular catabolic process
8214,XNR_RS08935,small molecule metabolic process
8215,XNR_RS08935,small molecule catabolic process
8216,XNR_RS08935,carboxylic acid catabolic process
8217,XNR_RS08935,dioxygenase activity
8218,XNR_RS08935,obsolete oxidation-reduction process
8219,XNR_RS08935,organic substance metabolic process
8220,XNR_RS08935,organic cyclic compound metabolic process
8221,XNR_RS08935,organic cyclic compound catabolic process
8222,XNR_RS08935,organonitrogen compound metabolic process
8223,XNR_RS08935,organonitrogen compound catabolic process
8224,XNR_RS08935,organic substance catabolic process
8225,XNR_RS08935,alpha-amino acid metabolic process
8226,XNR_RS08935,alpha-amino acid catabolic process
8256,XNR_RS09080,cellular_component
8257,XNR_RS09080,obsolete cell
8258,XNR_RS09080,plasma membrane
8259,XNR_RS09080,membrane
8260,XNR_RS09080,obsolete cell part
8261,XNR_RS09080,cell periphery
8270,XNR_RS09130,cellular_component
8271,XNR_RS09130,obsolete cell
8272,XNR_RS09130,plasma membrane
8273,XNR_RS09130,membrane
8274,XNR_RS09130,obsolete cell part
8275,XNR_RS09130,cell periphery
8277,XNR_RS09140,molecular_function
8278,XNR_RS09140,nucleic acid binding
8279,XNR_RS09140,DNA binding
8280,XNR_RS09140,binding
8281,XNR_RS09140,cellular_component
8282,XNR_RS09140,intracellular anatomical structure
8283,XNR_RS09140,obsolete cell
8284,XNR_RS09140,cytoplasm
8285,XNR_RS09140,cytosol
8286,XNR_RS09140,biological_process
8287,XNR_RS09140,regulation of biosynthetic process
8288,XNR_RS09140,regulation of macromolecule biosynthetic process
8289,XNR_RS09140,regulation of nucleobase-containing compound metabolic process
8290,XNR_RS09140,regulation of metabolic process
8291,XNR_RS09140,regulation of cellular metabolic process
8292,XNR_RS09140,regulation of cellular biosynthetic process
8293,XNR_RS09140,obsolete intracellular part
8294,XNR_RS09140,obsolete cytoplasmic part
8295,XNR_RS09140,obsolete cell part
8296,XNR_RS09140,regulation of biological process
8297,XNR_RS09140,regulation of cellular process
8298,XNR_RS09140,regulation of nitrogen compound metabolic process
8299,XNR_RS09140,regulation of RNA metabolic process
8300,XNR_RS09140,regulation of macromolecule metabolic process
8301,XNR_RS09140,biological regulation
8302,XNR_RS09140,regulation of primary metabolic process
8303,XNR_RS09140,organic cyclic compound binding
8304,XNR_RS09140,heterocyclic compound binding
8305,XNR_RS09140,obsolete regulation of nucleic acid-templated transcription
8306,XNR_RS09140,regulation of RNA biosynthetic process
8319,XNR_RS09205,cellular_component
8320,XNR_RS09205,intracellular anatomical structure
8321,XNR_RS09205,obsolete cell
8322,XNR_RS09205,cytoplasm
8323,XNR_RS09205,cytosol
8324,XNR_RS09205,obsolete intracellular part
8325,XNR_RS09205,obsolete cytoplasmic part
8326,XNR_RS09205,obsolete cell part
8328,XNR_RS09215,cellular_component
8329,XNR_RS09215,extracellular region
8330,XNR_RS09215,cell wall
8331,XNR_RS09215,obsolete cell
8332,XNR_RS09215,plasma membrane
8333,XNR_RS09215,plasma membrane
8334,XNR_RS09215,biological_process
8335,XNR_RS09215,cellular process
8336,XNR_RS09215,membrane
8337,XNR_RS09215,membrane
8338,XNR_RS09215,external encapsulating structure
8339,XNR_RS09215,obsolete intrinsic component of membrane
8340,XNR_RS09215,obsolete intrinsic component of plasma membrane
8341,XNR_RS09215,growth
8342,XNR_RS09215,obsolete membrane part
8343,XNR_RS09215,obsolete plasma membrane part
8344,XNR_RS09215,obsolete cell part
8345,XNR_RS09215,cell division
8346,XNR_RS09215,cell periphery
8347,XNR_RS09220,nucleotide binding
8348,XNR_RS09220,magnesium ion binding
8349,XNR_RS09220,molecular_function
8350,XNR_RS09220,catalytic activity
8351,XNR_RS09220,binding
8352,XNR_RS09220,ATP binding
8353,XNR_RS09220,cellular_component
8354,XNR_RS09220,obsolete cell
8355,XNR_RS09220,plasma membrane
8356,XNR_RS09220,obsolete drug binding
8357,XNR_RS09220,membrane
8358,XNR_RS09220,pyrophosphatase activity
8359,XNR_RS09220,hydrolase activity
8360,XNR_RS09220,"hydrolase activity, acting on acid anhydrides"
8361,XNR_RS09220,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
8362,XNR_RS09220,ATP hydrolysis activity
8363,XNR_RS09220,purine nucleotide binding
8364,XNR_RS09220,ribonucleoside triphosphate phosphatase activity
8365,XNR_RS09220,manganese ion binding
8366,XNR_RS09220,adenyl nucleotide binding
8367,XNR_RS09220,ribonucleotide binding
8368,XNR_RS09220,purine ribonucleotide binding
8369,XNR_RS09220,adenyl ribonucleotide binding
8370,XNR_RS09220,purine ribonucleoside triphosphate binding
8371,XNR_RS09220,small molecule binding
8372,XNR_RS09220,ion binding
8373,XNR_RS09220,anion binding
8374,XNR_RS09220,cation binding
8375,XNR_RS09220,obsolete cell part
8376,XNR_RS09220,metal ion binding
8377,XNR_RS09220,transition metal ion binding
8378,XNR_RS09220,cell periphery
8379,XNR_RS09220,organic cyclic compound binding
8380,XNR_RS09220,carbohydrate derivative binding
8381,XNR_RS09220,nucleoside phosphate binding
8382,XNR_RS09220,heterocyclic compound binding
8389,XNR_RS09255,magnesium ion binding
8390,XNR_RS09255,molecular_function
8391,XNR_RS09255,catalytic activity
8392,XNR_RS09255,pyrroline-5-carboxylate reductase activity
8393,XNR_RS09255,binding
8394,XNR_RS09255,cellular_component
8395,XNR_RS09255,obsolete cell
8396,XNR_RS09255,plasma membrane
8397,XNR_RS09255,organic acid metabolic process
8398,XNR_RS09255,amino acid metabolic process
8399,XNR_RS09255,proline metabolic process
8400,XNR_RS09255,proline biosynthetic process
8401,XNR_RS09255,nitrogen compound metabolic process
8402,XNR_RS09255,biological_process
8403,XNR_RS09255,metabolic process
8404,XNR_RS09255,amino acid biosynthetic process
8405,XNR_RS09255,biosynthetic process
8406,XNR_RS09255,glutamine family amino acid metabolic process
8407,XNR_RS09255,glutamine family amino acid biosynthetic process
8408,XNR_RS09255,cellular process
8409,XNR_RS09255,membrane
8410,XNR_RS09255,organic acid biosynthetic process
8411,XNR_RS09255,oxidoreductase activity
8412,XNR_RS09255,"oxidoreductase activity, acting on the CH-NH group of donors"
8413,XNR_RS09255,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor"
8414,XNR_RS09255,heterocycle biosynthetic process
8415,XNR_RS09255,carboxylic acid metabolic process
8416,XNR_RS09255,manganese ion binding
8417,XNR_RS09255,growth
8418,XNR_RS09255,ion binding
8419,XNR_RS09255,cation binding
8420,XNR_RS09255,oxoacid metabolic process
8421,XNR_RS09255,cellular metabolic process
8422,XNR_RS09255,primary metabolic process
8423,XNR_RS09255,cellular biosynthetic process
8424,XNR_RS09255,small molecule metabolic process
8425,XNR_RS09255,small molecule biosynthetic process
